"","--dataset","--n_obs","--dim_in","--rep","--path"
"5648","complex",257,25,8,"heart"
"5649","linear",50,50,8,"heart"
"5650","rbf",50,50,8,"heart"
"5651","matern32",50,50,8,"heart"
"5652","complex",50,50,8,"heart"
"5653","linear",100,50,8,"heart"
"5654","rbf",100,50,8,"heart"
"5655","matern32",100,50,8,"heart"
"5656","complex",100,50,8,"heart"
"5657","linear",150,50,8,"heart"
"5658","rbf",150,50,8,"heart"
"5659","matern32",150,50,8,"heart"
"5660","complex",150,50,8,"heart"
"5661","linear",257,50,8,"heart"
"5662","rbf",257,50,8,"heart"
"5663","matern32",257,50,8,"heart"
"5664","complex",257,50,8,"heart"
"5665","linear",50,100,8,"heart"
"5666","rbf",50,100,8,"heart"
"5667","matern32",50,100,8,"heart"
"5668","complex",50,100,8,"heart"
"5669","linear",100,100,8,"heart"
"5670","rbf",100,100,8,"heart"
"5671","matern32",100,100,8,"heart"
"5672","complex",100,100,8,"heart"
"5673","linear",150,100,8,"heart"
"5674","rbf",150,100,8,"heart"
"5675","matern32",150,100,8,"heart"
"5676","complex",150,100,8,"heart"
"5677","linear",257,100,8,"heart"
"5678","rbf",257,100,8,"heart"
"5679","matern32",257,100,8,"heart"
"5680","complex",257,100,8,"heart"
"5681","linear",50,200,8,"heart"
"5682","rbf",50,200,8,"heart"
"5683","matern32",50,200,8,"heart"
"5684","complex",50,200,8,"heart"
"5685","linear",100,200,8,"heart"
"5686","rbf",100,200,8,"heart"
"5687","matern32",100,200,8,"heart"
"5688","complex",100,200,8,"heart"
"5689","linear",150,200,8,"heart"
"5690","rbf",150,200,8,"heart"
"5691","matern32",150,200,8,"heart"
"5692","complex",150,200,8,"heart"
"5693","linear",257,200,8,"heart"
"5694","rbf",257,200,8,"heart"
"5695","matern32",257,200,8,"heart"
"5696","complex",257,200,8,"heart"
"5697","linear",50,25,9,"heart"
"5698","rbf",50,25,9,"heart"
"5699","matern32",50,25,9,"heart"
"5700","complex",50,25,9,"heart"
"5701","linear",100,25,9,"heart"
"5702","rbf",100,25,9,"heart"
"5703","matern32",100,25,9,"heart"
"5704","complex",100,25,9,"heart"
"5705","linear",150,25,9,"heart"
"5706","rbf",150,25,9,"heart"
"5707","matern32",150,25,9,"heart"
"5708","complex",150,25,9,"heart"
"5709","linear",257,25,9,"heart"
"5710","rbf",257,25,9,"heart"
"5711","matern32",257,25,9,"heart"
"5712","complex",257,25,9,"heart"
"5713","linear",50,50,9,"heart"
"5714","rbf",50,50,9,"heart"
"5715","matern32",50,50,9,"heart"
"5716","complex",50,50,9,"heart"
"5717","linear",100,50,9,"heart"
"5718","rbf",100,50,9,"heart"
"5719","matern32",100,50,9,"heart"
"5720","complex",100,50,9,"heart"
"5721","linear",150,50,9,"heart"
"5722","rbf",150,50,9,"heart"
"5723","matern32",150,50,9,"heart"
"5724","complex",150,50,9,"heart"
"5725","linear",257,50,9,"heart"
"5726","rbf",257,50,9,"heart"
"5727","matern32",257,50,9,"heart"
"5728","complex",257,50,9,"heart"
"5729","linear",50,100,9,"heart"
"5730","rbf",50,100,9,"heart"
"5731","matern32",50,100,9,"heart"
"5732","complex",50,100,9,"heart"
"5733","linear",100,100,9,"heart"
"5734","rbf",100,100,9,"heart"
"5735","matern32",100,100,9,"heart"
"5736","complex",100,100,9,"heart"
"5737","linear",150,100,9,"heart"
"5738","rbf",150,100,9,"heart"
"5739","matern32",150,100,9,"heart"
"5740","complex",150,100,9,"heart"
"5741","linear",257,100,9,"heart"
"5742","rbf",257,100,9,"heart"
"5743","matern32",257,100,9,"heart"
"5744","complex",257,100,9,"heart"
"5745","linear",50,200,9,"heart"
"5746","rbf",50,200,9,"heart"
"5747","matern32",50,200,9,"heart"
"5748","complex",50,200,9,"heart"
"5749","linear",100,200,9,"heart"
"5750","rbf",100,200,9,"heart"
"5751","matern32",100,200,9,"heart"
"5752","complex",100,200,9,"heart"
"5753","linear",150,200,9,"heart"
"5754","rbf",150,200,9,"heart"
"5755","matern32",150,200,9,"heart"
"5756","complex",150,200,9,"heart"
"5757","linear",257,200,9,"heart"
"5758","rbf",257,200,9,"heart"
"5759","matern32",257,200,9,"heart"
"5760","complex",257,200,9,"heart"
"5761","linear",50,25,10,"heart"
"5762","rbf",50,25,10,"heart"
"5763","matern32",50,25,10,"heart"
"5764","complex",50,25,10,"heart"
"5765","linear",100,25,10,"heart"
"5766","rbf",100,25,10,"heart"
"5767","matern32",100,25,10,"heart"
"5768","complex",100,25,10,"heart"
"5769","linear",150,25,10,"heart"
"5770","rbf",150,25,10,"heart"
"5771","matern32",150,25,10,"heart"
"5772","complex",150,25,10,"heart"
"5773","linear",257,25,10,"heart"
"5774","rbf",257,25,10,"heart"
"5775","matern32",257,25,10,"heart"
"5776","complex",257,25,10,"heart"
"5777","linear",50,50,10,"heart"
"5778","rbf",50,50,10,"heart"
"5779","matern32",50,50,10,"heart"
"5780","complex",50,50,10,"heart"
"5781","linear",100,50,10,"heart"
"5782","rbf",100,50,10,"heart"
"5783","matern32",100,50,10,"heart"
"5784","complex",100,50,10,"heart"
"5785","linear",150,50,10,"heart"
"5786","rbf",150,50,10,"heart"
"5787","matern32",150,50,10,"heart"
"5788","complex",150,50,10,"heart"
"5789","linear",257,50,10,"heart"
"5790","rbf",257,50,10,"heart"
"5791","matern32",257,50,10,"heart"
"5792","complex",257,50,10,"heart"
"5793","linear",50,100,10,"heart"
"5794","rbf",50,100,10,"heart"
"5795","matern32",50,100,10,"heart"
"5796","complex",50,100,10,"heart"
"5797","linear",100,100,10,"heart"
"5798","rbf",100,100,10,"heart"
"5799","matern32",100,100,10,"heart"
"5800","complex",100,100,10,"heart"
"5801","linear",150,100,10,"heart"
"5802","rbf",150,100,10,"heart"
"5803","matern32",150,100,10,"heart"
"5804","complex",150,100,10,"heart"
"5805","linear",257,100,10,"heart"
"5806","rbf",257,100,10,"heart"
"5807","matern32",257,100,10,"heart"
"5808","complex",257,100,10,"heart"
"5809","linear",50,200,10,"heart"
"5810","rbf",50,200,10,"heart"
"5811","matern32",50,200,10,"heart"
"5812","complex",50,200,10,"heart"
"5813","linear",100,200,10,"heart"
"5814","rbf",100,200,10,"heart"
"5815","matern32",100,200,10,"heart"
"5816","complex",100,200,10,"heart"
"5817","linear",150,200,10,"heart"
"5818","rbf",150,200,10,"heart"
"5819","matern32",150,200,10,"heart"
"5820","complex",150,200,10,"heart"
"5821","linear",257,200,10,"heart"
"5822","rbf",257,200,10,"heart"
"5823","matern32",257,200,10,"heart"
"5824","complex",257,200,10,"heart"
"5825","linear",50,25,11,"heart"
"5826","rbf",50,25,11,"heart"
"5827","matern32",50,25,11,"heart"
"5828","complex",50,25,11,"heart"
"5829","linear",100,25,11,"heart"
"5830","rbf",100,25,11,"heart"
"5831","matern32",100,25,11,"heart"
"5832","complex",100,25,11,"heart"
"5833","linear",150,25,11,"heart"
"5834","rbf",150,25,11,"heart"
"5835","matern32",150,25,11,"heart"
"5836","complex",150,25,11,"heart"
"5837","linear",257,25,11,"heart"
"5838","rbf",257,25,11,"heart"
"5839","matern32",257,25,11,"heart"
"5840","complex",257,25,11,"heart"
"5841","linear",50,50,11,"heart"
"5842","rbf",50,50,11,"heart"
"5843","matern32",50,50,11,"heart"
"5844","complex",50,50,11,"heart"
"5845","linear",100,50,11,"heart"
"5846","rbf",100,50,11,"heart"
"5847","matern32",100,50,11,"heart"
"5848","complex",100,50,11,"heart"
"5849","linear",150,50,11,"heart"
"5850","rbf",150,50,11,"heart"
"5851","matern32",150,50,11,"heart"
"5852","complex",150,50,11,"heart"
"5853","linear",257,50,11,"heart"
"5854","rbf",257,50,11,"heart"
"5855","matern32",257,50,11,"heart"
"5856","complex",257,50,11,"heart"
"5857","linear",50,100,11,"heart"
"5858","rbf",50,100,11,"heart"
"5859","matern32",50,100,11,"heart"
"5860","complex",50,100,11,"heart"
"5861","linear",100,100,11,"heart"
"5862","rbf",100,100,11,"heart"
"5863","matern32",100,100,11,"heart"
"5864","complex",100,100,11,"heart"
"5865","linear",150,100,11,"heart"
"5866","rbf",150,100,11,"heart"
"5867","matern32",150,100,11,"heart"
"5868","complex",150,100,11,"heart"
"5869","linear",257,100,11,"heart"
"5870","rbf",257,100,11,"heart"
"5871","matern32",257,100,11,"heart"
"5872","complex",257,100,11,"heart"
"5873","linear",50,200,11,"heart"
"5874","rbf",50,200,11,"heart"
"5875","matern32",50,200,11,"heart"
"5876","complex",50,200,11,"heart"
"5877","linear",100,200,11,"heart"
"5878","rbf",100,200,11,"heart"
"5879","matern32",100,200,11,"heart"
"5880","complex",100,200,11,"heart"
"5881","linear",150,200,11,"heart"
"5882","rbf",150,200,11,"heart"
"5883","matern32",150,200,11,"heart"
"5884","complex",150,200,11,"heart"
"5885","linear",257,200,11,"heart"
"5886","rbf",257,200,11,"heart"
"5887","matern32",257,200,11,"heart"
"5888","complex",257,200,11,"heart"
"5889","linear",50,25,12,"heart"
"5890","rbf",50,25,12,"heart"
"5891","matern32",50,25,12,"heart"
"5892","complex",50,25,12,"heart"
"5893","linear",100,25,12,"heart"
"5894","rbf",100,25,12,"heart"
"5895","matern32",100,25,12,"heart"
"5896","complex",100,25,12,"heart"
"5897","linear",150,25,12,"heart"
"5898","rbf",150,25,12,"heart"
"5899","matern32",150,25,12,"heart"
"5900","complex",150,25,12,"heart"
"5901","linear",257,25,12,"heart"
"5902","rbf",257,25,12,"heart"
"5903","matern32",257,25,12,"heart"
"5904","complex",257,25,12,"heart"
"5905","linear",50,50,12,"heart"
"5906","rbf",50,50,12,"heart"
"5907","matern32",50,50,12,"heart"
"5908","complex",50,50,12,"heart"
"5909","linear",100,50,12,"heart"
"5910","rbf",100,50,12,"heart"
"5911","matern32",100,50,12,"heart"
"5912","complex",100,50,12,"heart"
"5913","linear",150,50,12,"heart"
"5914","rbf",150,50,12,"heart"
"5915","matern32",150,50,12,"heart"
"5916","complex",150,50,12,"heart"
"5917","linear",257,50,12,"heart"
"5918","rbf",257,50,12,"heart"
"5919","matern32",257,50,12,"heart"
"5920","complex",257,50,12,"heart"
"5921","linear",50,100,12,"heart"
"5922","rbf",50,100,12,"heart"
"5923","matern32",50,100,12,"heart"
"5924","complex",50,100,12,"heart"
"5925","linear",100,100,12,"heart"
"5926","rbf",100,100,12,"heart"
"5927","matern32",100,100,12,"heart"
"5928","complex",100,100,12,"heart"
"5929","linear",150,100,12,"heart"
"5930","rbf",150,100,12,"heart"
"5931","matern32",150,100,12,"heart"
"5932","complex",150,100,12,"heart"
"5933","linear",257,100,12,"heart"
"5934","rbf",257,100,12,"heart"
"5935","matern32",257,100,12,"heart"
"5936","complex",257,100,12,"heart"
"5937","linear",50,200,12,"heart"
"5938","rbf",50,200,12,"heart"
"5939","matern32",50,200,12,"heart"
"5940","complex",50,200,12,"heart"
"5941","linear",100,200,12,"heart"
"5942","rbf",100,200,12,"heart"
"5943","matern32",100,200,12,"heart"
"5944","complex",100,200,12,"heart"
"5945","linear",150,200,12,"heart"
"5946","rbf",150,200,12,"heart"
"5947","matern32",150,200,12,"heart"
"5948","complex",150,200,12,"heart"
"5949","linear",257,200,12,"heart"
"5950","rbf",257,200,12,"heart"
"5951","matern32",257,200,12,"heart"
"5952","complex",257,200,12,"heart"
"5953","linear",50,25,13,"heart"
"5954","rbf",50,25,13,"heart"
"5955","matern32",50,25,13,"heart"
"5956","complex",50,25,13,"heart"
"5957","linear",100,25,13,"heart"
"5958","rbf",100,25,13,"heart"
"5959","matern32",100,25,13,"heart"
"5960","complex",100,25,13,"heart"
"5961","linear",150,25,13,"heart"
"5962","rbf",150,25,13,"heart"
"5963","matern32",150,25,13,"heart"
"5964","complex",150,25,13,"heart"
"5965","linear",257,25,13,"heart"
"5966","rbf",257,25,13,"heart"
"5967","matern32",257,25,13,"heart"
"5968","complex",257,25,13,"heart"
"5969","linear",50,50,13,"heart"
"5970","rbf",50,50,13,"heart"
"5971","matern32",50,50,13,"heart"
"5972","complex",50,50,13,"heart"
"5973","linear",100,50,13,"heart"
"5974","rbf",100,50,13,"heart"
"5975","matern32",100,50,13,"heart"
"5976","complex",100,50,13,"heart"
"5977","linear",150,50,13,"heart"
"5978","rbf",150,50,13,"heart"
"5979","matern32",150,50,13,"heart"
"5980","complex",150,50,13,"heart"
"5981","linear",257,50,13,"heart"
"5982","rbf",257,50,13,"heart"
"5983","matern32",257,50,13,"heart"
"5984","complex",257,50,13,"heart"
"5985","linear",50,100,13,"heart"
"5986","rbf",50,100,13,"heart"
"5987","matern32",50,100,13,"heart"
"5988","complex",50,100,13,"heart"
"5989","linear",100,100,13,"heart"
"5990","rbf",100,100,13,"heart"
"5991","matern32",100,100,13,"heart"
"5992","complex",100,100,13,"heart"
"5993","linear",150,100,13,"heart"
"5994","rbf",150,100,13,"heart"
"5995","matern32",150,100,13,"heart"
"5996","complex",150,100,13,"heart"
"5997","linear",257,100,13,"heart"
"5998","rbf",257,100,13,"heart"
"5999","matern32",257,100,13,"heart"
"6000","complex",257,100,13,"heart"
"6001","linear",50,200,13,"heart"
"6002","rbf",50,200,13,"heart"
"6003","matern32",50,200,13,"heart"
"6004","complex",50,200,13,"heart"
"6005","linear",100,200,13,"heart"
"6006","rbf",100,200,13,"heart"
"6007","matern32",100,200,13,"heart"
"6008","complex",100,200,13,"heart"
"6009","linear",150,200,13,"heart"
"6010","rbf",150,200,13,"heart"
"6011","matern32",150,200,13,"heart"
"6012","complex",150,200,13,"heart"
"6013","linear",257,200,13,"heart"
"6014","rbf",257,200,13,"heart"
"6015","matern32",257,200,13,"heart"
"6016","complex",257,200,13,"heart"
"6017","linear",50,25,14,"heart"
"6018","rbf",50,25,14,"heart"
"6019","matern32",50,25,14,"heart"
"6020","complex",50,25,14,"heart"
"6021","linear",100,25,14,"heart"
"6022","rbf",100,25,14,"heart"
"6023","matern32",100,25,14,"heart"
"6024","complex",100,25,14,"heart"
"6025","linear",150,25,14,"heart"
"6026","rbf",150,25,14,"heart"
"6027","matern32",150,25,14,"heart"
"6028","complex",150,25,14,"heart"
"6029","linear",257,25,14,"heart"
"6030","rbf",257,25,14,"heart"
"6031","matern32",257,25,14,"heart"
"6032","complex",257,25,14,"heart"
"6033","linear",50,50,14,"heart"
"6034","rbf",50,50,14,"heart"
"6035","matern32",50,50,14,"heart"
"6036","complex",50,50,14,"heart"
"6037","linear",100,50,14,"heart"
"6038","rbf",100,50,14,"heart"
"6039","matern32",100,50,14,"heart"
"6040","complex",100,50,14,"heart"
"6041","linear",150,50,14,"heart"
"6042","rbf",150,50,14,"heart"
"6043","matern32",150,50,14,"heart"
"6044","complex",150,50,14,"heart"
"6045","linear",257,50,14,"heart"
"6046","rbf",257,50,14,"heart"
"6047","matern32",257,50,14,"heart"
"6048","complex",257,50,14,"heart"
"6049","linear",50,100,14,"heart"
"6050","rbf",50,100,14,"heart"
"6051","matern32",50,100,14,"heart"
"6052","complex",50,100,14,"heart"
"6053","linear",100,100,14,"heart"
"6054","rbf",100,100,14,"heart"
"6055","matern32",100,100,14,"heart"
"6056","complex",100,100,14,"heart"
"6057","linear",150,100,14,"heart"
"6058","rbf",150,100,14,"heart"
"6059","matern32",150,100,14,"heart"
"6060","complex",150,100,14,"heart"
"6061","linear",257,100,14,"heart"
"6062","rbf",257,100,14,"heart"
"6063","matern32",257,100,14,"heart"
"6064","complex",257,100,14,"heart"
"6065","linear",50,200,14,"heart"
"6066","rbf",50,200,14,"heart"
"6067","matern32",50,200,14,"heart"
"6068","complex",50,200,14,"heart"
"6069","linear",100,200,14,"heart"
"6070","rbf",100,200,14,"heart"
"6071","matern32",100,200,14,"heart"
"6072","complex",100,200,14,"heart"
"6073","linear",150,200,14,"heart"
"6074","rbf",150,200,14,"heart"
"6075","matern32",150,200,14,"heart"
"6076","complex",150,200,14,"heart"
"6077","linear",257,200,14,"heart"
"6078","rbf",257,200,14,"heart"
"6079","matern32",257,200,14,"heart"
"6080","complex",257,200,14,"heart"
"6081","linear",50,25,15,"heart"
"6082","rbf",50,25,15,"heart"
"6083","matern32",50,25,15,"heart"
"6084","complex",50,25,15,"heart"
"6085","linear",100,25,15,"heart"
"6086","rbf",100,25,15,"heart"
"6087","matern32",100,25,15,"heart"
"6088","complex",100,25,15,"heart"
"6089","linear",150,25,15,"heart"
"6090","rbf",150,25,15,"heart"
"6091","matern32",150,25,15,"heart"
"6092","complex",150,25,15,"heart"
"6093","linear",257,25,15,"heart"
"6094","rbf",257,25,15,"heart"
"6095","matern32",257,25,15,"heart"
"6096","complex",257,25,15,"heart"
"6097","linear",50,50,15,"heart"
"6098","rbf",50,50,15,"heart"
"6099","matern32",50,50,15,"heart"
"6100","complex",50,50,15,"heart"
"6101","linear",100,50,15,"heart"
"6102","rbf",100,50,15,"heart"
"6103","matern32",100,50,15,"heart"
"6104","complex",100,50,15,"heart"
"6105","linear",150,50,15,"heart"
"6106","rbf",150,50,15,"heart"
"6107","matern32",150,50,15,"heart"
"6108","complex",150,50,15,"heart"
"6109","linear",257,50,15,"heart"
"6110","rbf",257,50,15,"heart"
"6111","matern32",257,50,15,"heart"
"6112","complex",257,50,15,"heart"
"6113","linear",50,100,15,"heart"
"6114","rbf",50,100,15,"heart"
"6115","matern32",50,100,15,"heart"
"6116","complex",50,100,15,"heart"
"6117","linear",100,100,15,"heart"
"6118","rbf",100,100,15,"heart"
"6119","matern32",100,100,15,"heart"
"6120","complex",100,100,15,"heart"
"6121","linear",150,100,15,"heart"
"6122","rbf",150,100,15,"heart"
"6123","matern32",150,100,15,"heart"
"6124","complex",150,100,15,"heart"
"6125","linear",257,100,15,"heart"
"6126","rbf",257,100,15,"heart"
"6127","matern32",257,100,15,"heart"
"6128","complex",257,100,15,"heart"
"6129","linear",50,200,15,"heart"
"6130","rbf",50,200,15,"heart"
"6131","matern32",50,200,15,"heart"
"6132","complex",50,200,15,"heart"
"6133","linear",100,200,15,"heart"
"6134","rbf",100,200,15,"heart"
"6135","matern32",100,200,15,"heart"
"6136","complex",100,200,15,"heart"
"6137","linear",150,200,15,"heart"
"6138","rbf",150,200,15,"heart"
"6139","matern32",150,200,15,"heart"
"6140","complex",150,200,15,"heart"
"6141","linear",257,200,15,"heart"
"6142","rbf",257,200,15,"heart"
"6143","matern32",257,200,15,"heart"
"6144","complex",257,200,15,"heart"
"6145","linear",50,25,16,"heart"
"6146","rbf",50,25,16,"heart"
"6147","matern32",50,25,16,"heart"
"6148","complex",50,25,16,"heart"
"6149","linear",100,25,16,"heart"
"6150","rbf",100,25,16,"heart"
"6151","matern32",100,25,16,"heart"
"6152","complex",100,25,16,"heart"
"6153","linear",150,25,16,"heart"
"6154","rbf",150,25,16,"heart"
"6155","matern32",150,25,16,"heart"
"6156","complex",150,25,16,"heart"
"6157","linear",257,25,16,"heart"
"6158","rbf",257,25,16,"heart"
"6159","matern32",257,25,16,"heart"
"6160","complex",257,25,16,"heart"
"6161","linear",50,50,16,"heart"
"6162","rbf",50,50,16,"heart"
"6163","matern32",50,50,16,"heart"
"6164","complex",50,50,16,"heart"
"6165","linear",100,50,16,"heart"
"6166","rbf",100,50,16,"heart"
"6167","matern32",100,50,16,"heart"
"6168","complex",100,50,16,"heart"
"6169","linear",150,50,16,"heart"
"6170","rbf",150,50,16,"heart"
"6171","matern32",150,50,16,"heart"
"6172","complex",150,50,16,"heart"
"6173","linear",257,50,16,"heart"
"6174","rbf",257,50,16,"heart"
"6175","matern32",257,50,16,"heart"
"6176","complex",257,50,16,"heart"
"6177","linear",50,100,16,"heart"
"6178","rbf",50,100,16,"heart"
"6179","matern32",50,100,16,"heart"
"6180","complex",50,100,16,"heart"
"6181","linear",100,100,16,"heart"
"6182","rbf",100,100,16,"heart"
"6183","matern32",100,100,16,"heart"
"6184","complex",100,100,16,"heart"
"6185","linear",150,100,16,"heart"
"6186","rbf",150,100,16,"heart"
"6187","matern32",150,100,16,"heart"
"6188","complex",150,100,16,"heart"
"6189","linear",257,100,16,"heart"
"6190","rbf",257,100,16,"heart"
"6191","matern32",257,100,16,"heart"
"6192","complex",257,100,16,"heart"
"6193","linear",50,200,16,"heart"
"6194","rbf",50,200,16,"heart"
"6195","matern32",50,200,16,"heart"
"6196","complex",50,200,16,"heart"
"6197","linear",100,200,16,"heart"
"6198","rbf",100,200,16,"heart"
"6199","matern32",100,200,16,"heart"
"6200","complex",100,200,16,"heart"
"6201","linear",150,200,16,"heart"
"6202","rbf",150,200,16,"heart"
"6203","matern32",150,200,16,"heart"
"6204","complex",150,200,16,"heart"
"6205","linear",257,200,16,"heart"
"6206","rbf",257,200,16,"heart"
"6207","matern32",257,200,16,"heart"
"6208","complex",257,200,16,"heart"
"6209","linear",50,25,17,"heart"
"6210","rbf",50,25,17,"heart"
"6211","matern32",50,25,17,"heart"
"6212","complex",50,25,17,"heart"
"6213","linear",100,25,17,"heart"
"6214","rbf",100,25,17,"heart"
"6215","matern32",100,25,17,"heart"
"6216","complex",100,25,17,"heart"
"6217","linear",150,25,17,"heart"
"6218","rbf",150,25,17,"heart"
"6219","matern32",150,25,17,"heart"
"6220","complex",150,25,17,"heart"
"6221","linear",257,25,17,"heart"
"6222","rbf",257,25,17,"heart"
"6223","matern32",257,25,17,"heart"
"6224","complex",257,25,17,"heart"
"6225","linear",50,50,17,"heart"
"6226","rbf",50,50,17,"heart"
"6227","matern32",50,50,17,"heart"
"6228","complex",50,50,17,"heart"
"6229","linear",100,50,17,"heart"
"6230","rbf",100,50,17,"heart"
"6231","matern32",100,50,17,"heart"
"6232","complex",100,50,17,"heart"
"6233","linear",150,50,17,"heart"
"6234","rbf",150,50,17,"heart"
"6235","matern32",150,50,17,"heart"
"6236","complex",150,50,17,"heart"
"6237","linear",257,50,17,"heart"
"6238","rbf",257,50,17,"heart"
"6239","matern32",257,50,17,"heart"
"6240","complex",257,50,17,"heart"
"6241","linear",50,100,17,"heart"
"6242","rbf",50,100,17,"heart"
"6243","matern32",50,100,17,"heart"
"6244","complex",50,100,17,"heart"
